"type","lat","lng","id","zone","device","description"
"Point","40.431376486265805","-3.6868486465530945","3944","city","5016","Serrano, 84 N-S - Padilla-Jose Ortega y Gasset"
"Point","40.42058019184134","-3.6861175175187415","3697","city","5020","Alcala E-O - Lagasca-Pl. Independencia"
"Point","40.41787523367246","-3.6888019166421806","3947","city","5021","Alfonso XII S-N - Montalban-Pl. Independencia"
"Point","40.45303712457997","-3.6673623120961216","3460","city","4004","Alfonso XIII, 51 N-S - Alhelies-Ramon y Cajal"
"Point","40.45239203494122","-3.6684267354174556","3461","city","4005","Ramon y Cajal, 69 O-E - Gabriel Galan-Alfonso XIII"
"Point","40.44287350960591","-3.67862084820446","3952","city","6004","Principe Vergara, 131 N-S - Lopez Hoyos - Gomez Ortega"
"Point","40.4419715965872","-3.6774247652835594","3953","city","6005","Lopez Hoyos, 74 E-O - Gomez Ortega-Principe Vergara"
"Point","40.412840005858115","-3.6612518252173847","7126","m30","PM20854","PM20854"
"Point","40.38935824809837","-3.6452469163041163","5864","city","41403","C/. Santiago Alió - Santiago Alió-Av. Albufera"
"Point","40.38655693891641","-3.6388593086167065","5865","city","41404","C/. Fuengirola - Av. Albufera-Benalmádena"
"Point","40.38389462032752","-3.6324164976054436","5866","city","41405","Av. Albufera - Tranvía de Arganda- Bruno Abúndez"
"Point","40.437214335042114","-3.639538781676941","3593","city","44016","Alcalá  - Vicente Espinel-Hermanos García Noblejas"
"Point","40.441009998307194","-3.625516020716435","5943","city","44401","C/. Miguel Yuste  - Miguel Yuste-Alcalá"
"Point","40.44506858403464","-3.6354084099676345","3528","city","44402","C/. Tumaco - Tumaco-Tampico"
"Point","40.462624442654146","-3.624259564824578","6251","city","55037","C/. Silvano - M-40-Haendel"
"Point","40.473544882698704","-3.647952492018816","3660","city","56006","C/. Mar Caspio - Mar de las Antillas-Felipe Herranz"
"Point","40.471313223998635","-3.6596301734056023","9845","city","56009","Av. San Luis - Julio Dánvila-Ctra. Acceso Estación de Hortaleza"
"Point","40.47639164107346","-3.6402115968021165","6322","city","56042","C/. Santa Virgilia - Santa Virgilia-Gregorio Sánchez Herráez"
"Point","40.47452529960954","-3.582391299953899","6927","city","57012","Av. Logroño  - Pajarones-Timón"
"Point","40.433880039003604","-3.656681914596304","6361","city","59007","C/. Virgen de la Alegría - Virgen de la Alegría- Pl. José Banús"
"Point","40.43576765143746","-3.649038620089322","6365","city","59011","C/. Virgen del Sagrario - Virgen de Lluc-José del Hierro"
"Point","40.41547990250604","-3.6269500925135585","6498","city","65026","Fuente Carrantona S-N Carril Giro Izq. - M23-Av. Daroca"
"Point","40.41448729854134","-3.629323393766385","3811","city","65028","Incorporación de OÂ´Donnell (M-23) a Fuente Carrantona O-E - M-23- Fuente Carrantona "
"Point","40.40377064881094","-3.6357988787917344","6440","city","65029","C/. Luis Hoyos Sainz  - Pico Artilleros-Fuente Carrantona"
"Point","40.41405302608562","-3.6521805245466394","6453","city","67020","C/. Arroyo Media Legua - Acceso OÂ´Donnell"
"Point","40.412276841631446","-3.653496905264004","6463","city","67023","Av. Doctor García Tapia - Fondo saco Av. Doctor García Tapia-Arroyo de la Media Legua"
"Point","40.41072985505997","-3.659810169415546","6126","city","67401","Camino Vinateros  - M-30-Manuel Machado"
"Point","40.4114320887466","-3.6584112232323465","6127","city","67402","C/. Alcalde Luis Marichalar - Corregidor Diego Valderrábano-Primavera de Praga"
"Point","40.43700270743624","-3.6237003647344723","3711","city","71019","C/. Miguel Yuste - Albasanz-Julián Camarillo"
"Point","40.434174194847984","-3.623172683949249","6521","city","71022","C/. Emilio Muñóz - Castillo de Uclés-Miguel Yuste"
"Point","40.50078130280455","-3.6600937052978333","3432","city","79007","Acceso A-1 - A-1-Av. Niceto Alcalá Zamora"
"Point","40.487469539712734","-3.6529051916634114","6607","city","79008","Av. Francisco Pi y Margall - Princesa de Éboli-Príncipe Carlos"
"Point","40.48682190950001","-3.6502984955824727","3519","city","79009","Av. Francisco Pi y Margall - Niceto Alcalá Zamora-Príncipe Carlos"
"Point","40.48848544884017","-3.6511994633099953","6608","city","79011","C/. Príncipe Carlos - Alcalde Aristizabal Manchón-Francisco Pi y Margall"
"Point","40.49080036823727","-3.6594936586431257","6609","city","79012","Av. Francisco Pi y Margall - Vicente Blasco Ibáñez-Ana de Austria"
"Point","40.49378576581757","-3.6642207284189086","6611","city","79014","Av. Francisco Pi y Margall - Ana de Austria-María de Portugal"
"Point","40.49560084954336","-3.665792739065629","6614","city","79018","Av. Burgos - Av. Francisco Pi y Margall-Av. Burgos"
"Point","40.49338129900326","-3.6639178834444994","6610","city","79051","Av. Francisco Pi y Margall - Ana de Austria-María Tudor"
"Point","40.48416824200364","-3.6479000047966053","6626","city","79401","Av. Niceto Alcalá Zamora - Pintor Ignacio Zuloaga-Av. Francisco Pi y Margall"
"Point","40.37960232333961","-3.620403114192245","5206","city","82006","C/. Real Arganda - Serrania de Ronda-Gavia Seca"
"Point","40.379150270278714","-3.618743314718388","5208","city","82008","C/. Pico de la Sierva - Sierra Gor-Montes Barbanza"
"Point","40.37946552847981","-3.6174577754529333","5210","city","82415","C/. Real de Arganda - Sierra Gor-Torcal"
"Point","40.38440174018862","-3.605779085296461","5211","city","82416","C/. Puentelarra - Puentelarra- Santa Eugenia"
"Point","40.50398680809727","-3.6640554266852914","6594","city","79050","Av. Santo Domingo de la Calzada - Sauceda-Valcarlos"
"Point","40.39009822741352","-3.622131825050446","6505","city","83403","Av. Democracia - A-3-Av. Albufera"
"Point","40.390360062390776","-3.6220837199225047","6506","city","83404","Av. Democracia - Acceso A-3 desde Vicalvaro"
"Point","40.367982224862295","-3.6101497988266322","5359","city","88003","C/. Peñagrande de Bragamonte - Puentedey-Av. Ensanche de Vallecas"
"Point","40.36818790479094","-3.608204871847582","5360","city","88004","Av. Ensanche de Vallecas Via de servicio - P.P.-Av. Entrepeñas"
"Point","40.37075582914462","-3.606712961729796","5363","city","88007","Av. Suertes - Av. Entrepeñas-Peñaranda de Bracamonte"
"Point","40.387013703360545","-3.6979750729426133","3830","city","25015","ANT. LOPEZ S-N(SEBASTIA GOMEZ-GTA.CADIZ)"
"Point","40.38301901860042","-3.6291326564931485","9834","city","83007","Ctra. Vicalvaro a Vallecas - Av. Albufera-Bruno Abundez"
"Point","40.3675214543726","-3.6017893291908387","5382","city","89010","C/. Jose Gutierrez - Av. Ensanche Vallecas-Av. Suertes"
"Point","40.39901994063991","-3.7446778644711904","4745","city","24008","CUART POBLET O-E(CULLERA-ALHAMBRA)"
"Point","40.39672708563449","-3.743910876519893","4746","city","24009","ALHAMBRA N-S(CULLERA-GTA. LOS CARMENES)"
"Point","40.39540907561541","-3.7382727332976566","4754","city","24020","V.CARPETANA E-O(MOCHUELO-LOPEZ MEZQ)"
"Point","40.39562329857037","-3.7475629007748474","4755","city","24021","DUQ.PARCENT N-S(CUART POB.-DUQ.PARC"
"Point","40.396200303445994","-3.737348037551188","4756","city","24022"," MOCHUELO S-N(E.BARRIOS-PZA.RICLA)"
"Point","40.39156481328468","-3.742224409876652","4757","city","24024","LAGUNA S-N(CAMICHI-V.CARPETANA)"
"Point","40.38516289362863","-3.6960881570709896","4786","city","25020","ANTONIO LOPEZ N-S(VADO-CNO. PERALES)"
"Point","40.36218255572973","-3.6935940595698438","4823","city","26013","AV. ANDALUCIA S-N(UNANIMIDAD-M40)"
"Point","40.36470836827582","-3.693066115529634","3569","city","26014","ACC. M40 A AV.ANDALUCIA E-O"
"Point","40.36431302814807","-3.6953228442242625","4824","city","26015","ACC. M40 A AV.ANDALUCIA O-E"
"Point","40.367462066453776","-3.694089557682769","4825","city","26016","AV. ANDALUCIA S-N(CONIFERAS-AV.ROSALES)"
"Point","40.368043215883695","-3.6942948228423482","4826","city","26017","AV. ANDALUCIA N-S(AV.ROSALES-CONIFERAS)"
"Point","40.36895899560623","-3.6946854916687104","4827","city","26018","AV.ROSALES E-O(AV.ANDALUCIA-E.BARREIROS)"
"Point","40.34230803801148","-3.7178084796796234","4846","city","27029","P? FERROV S-N(DOMINGO PARRAGA-JOSE PINO)"
"Point","40.3456034861391","-3.7165070034305536","4847","city","27030","P?FERROVIARIOSS-N(JOSE PINO-ENCAR PINO)"
"Point","40.347229786936516","-3.7158238762327205","4848","city","27031","P?FERROVIARIOS N-S(SULFATO-ENCARN PINO)"
"Point","40.347178317427776","-3.7029747071201915","4854","city","27037","SAN JENARO S-N (OXIGENO-P? TALLERES) D2"
"Point","40.347163170098014","-3.7030066919049074","4855","city","27038","SAN JENARO S-N (OXIGENO-P? TALLERES)"
"Point","40.39161422679855","-3.751606718841749","4893","city","37002","YEBENES O-E"
"Point","40.386252211428264","-3.7609125483230526","4895","city","37008","GRAL.FANJUL N-S(MAQUEDA-POBLADOS)"
"Point","40.37688876535332","-3.753000365885873","4922","city","38001","AVDA.POBLADOS O-E(C.GUZMAN-E.MONTIJO)"
"Point","40.375468828992624","-3.7473529637937184","4923","city","38002","AV.POBLADOS E-O(CARAB.BAJO-E.MONTIJO)"
"Point","40.37403743272931","-3.7197896800536356","4955","city","38037","AV. POBLADOS E-S(GIRO A C.TOLEDO)"
"Point","40.372633708623006","-3.710611230767919","4964","city","39010","CNO V.VILLAV S-N(P.PARC-POBLADOS)"
"Point","40.371556230381046","-3.705835429871892","4965","city","39011","POBLADOS O-E(C? V.VILLAV-J.FRANCES)"
"Point","40.37098453929484","-3.7045107333595846","4966","city","39012","EXPROPIACION S-N(GRAN AV.-AV.POBLA)"
"Point","40.372273604743356","-3.7030055496593497","4967","city","39013","TOLOSA LATOUR N-S(CRISTO VEGA-POBLADOS)"
"Point","40.37108667931973","-3.700983129545891","4968","city","39014","AV.POBLADOS E-O(ORCASUR 1-TOLOSA LATOUR)"
"Point","40.37085717814107","-3.694992448841824","4972","city","39019","AV. POBLADOS E-O(ANDALUCIA-E.BARREIROS)"
"Point","40.38316693738431","-3.6990868315308636","3631","city","39053","PIEDRABUENA E-O(TOMELLOSO-SANTUARIO)"
"Point","40.384510168016966","-3.739719928407907","5036","city","49002","(MIC)G.RICARDOS O-E(BLASON-M.GRANDES)GIR"
"Point","40.38537369278175","-3.721805305503004","5089","city","50023","MERCEDES DOMINGO N-S"
"Point","40.387139841950535","-3.7293329100149615","5093","city","50027"," DR. ESPINA N-S"
"Point","40.382260193235545","-3.726350566789724","5136","city","58005","AV.ABRANTES N-S(PELICANO-ARGUESO)"
"Point","40.3844665509812","-3.722795512088072","5138","city","58007","AV. ABRANTES N-S(BRAGANZA-PORTALEGRE)"
"Point","40.38471240759131","-3.723816597570293","5139","city","58008","PORTALEGRE O-E(OPORTO-ABRANTES)"
"Point","40.37760750006998","-3.732262180350216","3769","city","58016","AV. ABRANTES E-O(PL. VULCANO-BESOLLA)"
"Point","40.46332380411317","-3.666982182442903","6649","m30","PM10242","PM10242"
"Point","40.4544779990187","-3.6634129695274464","6650","m30","PM10341","PM10341"
"Point","40.45441633485332","-3.663717624445551","6651","m30","PM10342","PM10342"
"Point","40.45446724527891","-3.663495820865777","6652","m30","PM10343","PM10343"
"Point","40.406824300611504","-3.7468341599133073","1003","m30","05FT66PM01","05FT66PM01"
"Point","40.421667116340984","-3.6743692597773885","4070","city","10026"," Fernan Gonzalez N-S - Duque Sesto-OÂ´Donnell"
"Point","40.42183344397997","-3.6800882921839486","4071","city","10027","Av. Menendez Pelayo N-S - Alcala-OÂ´Donnell"
"Point","40.42637409582237","-3.6848403443578523","4014","city","6043","Hermosilla a 50 mts G.2 O-E - Lagasca - Velazquez"
"Point","40.43873496081537","-3.678905909336766","3983","city","6300"," Principe Vergara S-N (Detras G. 7) - "
"Point","40.410374917001356","-3.6767634254743933","3462","city","10015","Menendez Pelayo, 75 S-N - Amado Nervo-Pl. Niño Jesus"
"Point","40.42055347875966","-3.676053493429289","4067","city","10023","Narvaez S-N - Doctor Castelo-OÂ´Donnell"
"Point","40.391991307528336","-3.6962905425251105","4082","city","11005","Pº Chopera O-E - Pl. General Maroto -Pl. Legazpi"
"Point","40.39523490978518","-3.6982813377276025","4083","city","11007","Jaime el Conquistador S-N - Tomás Borrás-Aldea del Fresno"
"Point","40.41745107405459","-3.6731793344949946","7053","city","10037","Maiquez 52 S-N  - Alc. Sainz Baranda - Ibiza"
"Point","40.391672630451126","-3.6934536409665033","4078","city","11001","Bolivar E-O - Embajadores-Pl. Legazpi"
"Point","40.39027314977564","-3.693405878562622","4079","city","11002","Pº Molino E-O - Embajadores-Pl.Legazpi"
"Point","40.39014585189966","-3.6965224266904944","4081","city","11004"," Vado Sta. Catalina S-N - Pte. Andalucia-Pl. Legazpi"
"Point","40.39516324678994","-3.6953255793464224","4125","city","12018","Embajadores S-N - Pl. Beata MªAna Jesus-Divino Vallés"
"Point","40.39390478270093","-3.6829481530648023","4142","city","12036"," Meneses N-S (5 mts.) - Nebulosas - Planetario"
"Point","40.38732749220583","-3.6894563588145144","5097","city","11034","Av. Planetario E-O - Parque Tierno Galván-Embajador"
"Point","40.39276113000796","-3.6918637864588426","4109","city","11040","Hierro N-S - Granito-Bolívar"
"Point","40.389657776409194","-3.6900657013783147","4232","city","11041","Hierro N-S - Antracita-Bronce"
"Point","40.40535690848873","-3.6934321058078488","4110","city","12001","Pº Delicias S-N - Murcia-Tortosa"
"Point","40.404202907380075","-3.6948408897857616","4111","city","12003","Pº Delicias O-E - Batalla del Salado-Pº Delicias"
"Point","40.39544659628987","-3.6956391035674554","4124","city","12017","Embajadores N-S - Tomas Borras-Miguel Arredondo"
"Point","40.40593386597597","-3.6862071038690063","4165","city","13017","Av. Ciudad Barcelona E-O - Julian Gayarre-Pº Infanta Isabel"
"Point","40.406514279104705","-3.688331944462567","4166","city","13018","Av. Ciudad Barcelona O-E - Salida Estacion Atocha-PºInfanta Isabel"
"Point","40.4079186413433","-3.6899778363624853","3463","city","13019"," Pº Infanta Isabel E-O - Alfonso XII-Gta. Carlos V"
"Point","40.40783538507468","-3.690087188964093","3464","city","13020"," Pº Infanta Isabel E-O(SUBTERRANEO) - Alfonso XII-Rnda.Valencia"
"Point","40.402778208684374","-3.68940085874226","4145","city","12039","Ancora E-O - Mendez Alvaro-General Lacy"
"Point","40.406382684256336","-3.692063871869183","4190","city","13050","Mendez Alvaro S-N - Murcia-Gta. Carlos V"
"Point","40.39664167579647","-3.704843788150062","4169","city","13023","Salida Calle 30 Calzada Exterior Sentido Pl. Fdez. Ladreda - "
"Point","40.415630080650566","-3.6956278339625164","4170","city","13024","Cra. San Jeronimo N-S - Marques de Cubas-Pº del Prado"
"Point","40.40359043345255","-3.707661137616618","4222","city","14026","Pº Acacias O-E - Pº Esperanza-Gasómetro"
"Point","40.4020715090947","-3.6985692429382087","3467","city","13053","Bernardino Obregón N-S - Palos Frontera-Sta MÂº Cabeza"
"Point","40.39992693401408","-3.7002172558747732","4194","city","13054"," Sta. Maria Cabeza S-N - Peñuelas-Embajadores"
"Point","40.41731601438475","-3.6933982114734336","4243","city","15002","Pº Prado S-N - Pl. Canovas del Castillo-Pl. Cibeles"
"Point","40.4236641237351","-3.711097513025204","4286","city","16008","Pl. España S-N - Reyes-San Leonardo"
"Point","40.42326871368266","-3.709815492031193","4287","city","16009","General Mitre E-O - Alamo-Gran Via"
"Point","40.422905519582855","-3.7101511006364927","4288","city","16010","Gran Via N-S - Dr. Carracedo-Isabel la Catolica"
"Point","40.42232254859326","-3.7092269172462076","4289","city","16011","Gran Via, 57 N-S - Isabel la Catolica-San Bernardo"
"Point","40.42076609800033","-3.708325331819978","4296","city","16018"," San Bernardo, 15 E-O - Gran Via-Pl. Santo Domingo"
"Point","40.421719815218836","-3.7082034212920036","4297","city","16019","Gran Via, 64 S-N - San Bernardo-Garcia Molinas"
"Point","40.42315574424134","-3.7114659410904203","4285","city","16007","Cuesta San Vicente O-E - Gran Via-Ferraz"
"Point","40.4271864415394","-3.714836942990614","4352","city","17020","Evaristo San Miguel O-E - Tutor-Princesa"
"Point","40.42527823920827","-3.7123517413310334","4353","city","17021"," Princesa S-N - San Leonardo-Duque de Liria"
"Point","40.42591101079672","-3.7129406402403924","4354","city","17022"," Princesa N-S - Ventura Rodriguez-Pl. España"
"Point","40.42545818965474","-3.713738208573889","4355","city","17023","Ventura Rodriguez O-E - Tutor-Princesa"
"Point","40.43481247778314","-3.718354241595459","4356","city","17024","Romero Robledo E-O - Mendizabal-Ferraz"
"Point","40.42887680461312","-3.7149593279240736","7063","city","17307"," Princesa S-N(Delante G.2) -  Princesa S-N(Delante G.2)"
"Point","40.431657284457735","-3.7134341378675395","4380","city","18002","Guzman el Bueno,15 N-S - Rguez San Pedro-Alberto Aguilera"
"Point","40.43024547662261","-3.7129616464583806","4382","city","18004","Alberto Aguilera O-E - Serrano Jover-Mártires Alcalá"
"Point","40.43028132378424","-3.7122483169115723","4384","city","18006","Alberto Aguilera, 44 E-O - Blasco de Gara-Guzmán el Bueno"
"Point","40.432194578445504","-3.6917012578963124","4432","city","21007","Almagro, 42 S-N - Marqués de Riscal-Gta. Ruben Dario"
"Point","40.44485000974017","-3.694914007424926","9967","city","22014","(TACTICA) Salida Ministerios - (TACTICA) Salida Ministerios"
"Point","40.44127996765349","-3.6924044825270133","4468","city","22303"," Pl. San Juan de la Cruz E-O(Delante G.14) (P.M.6) -  Pl. San Juan de la Cruz E-O(Delante G.14) (P.M.6)"
"Point","40.437234818069136","-3.717937899372031","3717","city","23003","Isaac Peral S-N - Donoso Cortes-Cea Bermúdez"
"Point","40.4408065255682","-3.7181037863092006","4470","city","23004","Isaac Peral N-S - Dr.Scarlatti-San Francisco de Sales"
"Point","40.439792084186934","-3.7166980145152277","4471","city","23005"," San Francisco de Sales S-N - Cea Bermúdez-Gaztambide"
"Point","40.381624249622035","-3.687974892009764","6764","m30","PM21236","PM21236"
"Point","40.47437241156538","-3.6885688931141507","4594","city","33010","Sinesio Delgado O-E - Sinesio Delgado-Pº Castellana"
"Point","40.47933018453566","-3.696688244848378","7141","city","33402","Puentecesures S-N - Melchor Fernandez Almagro-Monforte de Lemos"
"Point","40.44076961003537","-3.6745450204895618","4650","city","35003","Cartagena N-S - Constancia -Clara del Rey"
"Point","40.43711835311902","-3.6708845553893004","3525","city","35008","Cartagena S-N - Marqués de Ahumada-Av.America"
"Point","40.449133591884625","-3.6740032364485686","4645","city","34035","Marcenado N-S - San Ernesto-Pradillo"
"Point","40.443624678719814","-3.6677093425011553","10041","city","34036","Canillas E-O - Corazón de Maria-Clara del Rey"
"Point","40.44442399492239","-3.668723483145651","4647","city","34037","Santa Hortensia E-O - Corazón de Maria-Clara del Rey"
"Point","40.44358273279095","-3.6687695215751885","10042","city","34038","Clara del Rey S-N - Santa Hortensia -Canillas"
"Point","40.440937887029655","-3.6708940110259602","10045","city","34039","Corazón de Maria O-E - Poeta Claudio Rodriguez-Alustante"
"Point","40.44176060373482","-3.670291519649618","10047","city","34040","Alustante N-S - Clara del Rey - Corazón de Maria"
"Point","40.432439977716136","-3.6660303363960804","4656","city","35019","Av.Toreros E-O - Julio Camba-Rafaela Bonilla"
"Point","40.455638466080146","-3.6904234283572497","5453","city","60006","PºCastellana N-S - Gral.Yagüe-Pedro Teixeir"
"Point","40.4527173945604","-3.7009452699962155","5488","city","60042","Avila O-E - Lerida-Gabriel Díaz"
"Point","40.466416414409544","-3.670448751202429","5520","city","61006","Cuesta Sagrado Corazón E-O - M-30 -Comandante Franco"
"Point","40.460311966655425","-3.6778479697189637","5557","city","61045","Alfonso XIII O-E - Victor Andrés Belaunde-Bolivia"
"Point","40.458501270014494","-3.6722743289592077","3744","city","61078","Costa Rica E-O - Paraguay-Puerto Rico"
"Point","40.45338391817325","-3.6797076550651395","5612","city","61108","Serrano S-N - Pl.República El Salvador-Rodríguez Marín"
"Point","40.460071574219576","-3.6670977187472897","5619","city","61122","Acceso M-30 S-E(Túnel) - M-30 Sur-Pl.José MªSoler"
"Point","40.45863479301064","-3.6833497252921954","7086","city","61123","Alberto Alcocer O-E (Giro izqda) - Lígula -Condes del Val"
"Point","40.46491242774414","-3.6964040591696055","5629","city","62014","Capitán Blanco Argibay N-S - Mundillo-Bravo Murillo"
"Point","40.46212583400276","-3.6924276367569684","5655","city","62040","Rosario Pino E-O - Capitán Haya-Orense"
"Point","40.457072923621524","-3.7017277416847745","5681","city","62069","Bravo Murillo S-N(Giro a Lope de Haro) - San Enrique-Gral.Yagüe"
"Point","40.45617294920591","-3.7011681386558215","5704","city","63016","San Enrique E-O - Asunción Castell- Bravo Murillo"
"Point","40.45340320500139","-3.7016400713236166","3454","city","63056","Juán de Olías E-O - Infanta Mercedes-Bravo Murillo"
"Point","40.451884827198","-3.7039647410477343","3456","city","63058","San Raimundo E-O - Topete-Bravo Murillo"
"Point","40.44742778457641","-3.698552167273785","5742","city","63059","Cte.Zorita N-S - Hernani-Raimundo Fdez.Villaverde"
"Point","40.44640155301316","-3.69410219491356","5740","city","63053","Raimundo Fdez.Villaverde E-O(Puente) - PºCastellana-Orense"
"Point","40.453183327246165","-3.7030925389143987","7115","city","63055","Bravo Murillo S-N(Giro a Avila) - Navarra-Castilla"
"Point","40.40505805414141","-3.7137339751496925","4699","city","90020","Santa Casilda O-E - Pº Pontones-Toledo"
"Point","40.40571963889189","-3.7121957102508003","4700","city","90021"," Toledo N-S - Puerta Toledo -Santa Casilda"
"Point","40.4079851484889","-3.71107003841559","3476","city","90015","Toledo N-S - Humilladero-Puerta Toledo"
"Point","40.40723349077191","-3.7134763169145546","4698","city","90019","Ronda de Segovia O-E - Gil Imón-Puerta Toledo"
"Point","40.43807702344634","-3.6724511973858527","5766","city","97006","Cartagena  86 S-N - Coslada - Av.America"
"Point","40.446869268483894","-3.710072454493861","5777","city","97027","Av. Reina Victoria O-E  - Gral. Ibáñez Ãbero - Pablo Iglesias"
"Point","40.44787617070991","-3.708944720743245","3439","city","97029","Av.Pablo Iglesias N-S  - Juán Montalvo - Reina Victoria"
"Point","40.438733612836906","-3.674737714594628","5763","city","97003","Av.America 22 O-E - Pilar de Zaragoza - Cartagena"
"Point","40.43862190395001","-3.6730877635058783","5765","city","97005","Cartagena N-S - Av.America - Coslada"
"Point","40.43489082540508","-3.7314858474746067","4485","city","97067","Av.Séneca 14 E-O - Entrada Pte Franceses"
"Point","40.435917469581554","-3.7357781585540817","4486","city","97068","M-30 N-S - Entrada Pte Franceses por Cra del Pardo"
"Point","40.421729070282574","-3.712969674009013","7105","city","97087","Ferraz N-S  - Cuesta San Vicente - Pl.Marina Española"
"Point","40.394585123425735","-3.6789525991794676","4132","city","97091","Méndez Alvaro S-N - Retama-Pedro Bosch"
"Point","40.39745478125879","-3.682462221711076","4153","city","97097","Méndez Alvaro O-E  - Estrella Naos -Sabal"
"Point","40.3986084471015","-3.6837380818003997","7004","city","97099","Méndez Alvaro O-E - Repsol -Estrella Naos"
"Point","40.39711980221716","-3.681837972033865","7002","city","97096","Méndez Alvaro E-O - Sabal - Estrella Naos"
"Point","40.42281077221505","-3.6689154980160708","7070","city","97597","(FICTICIO) Dr.Esquerdo N-S - Jorge Juan - Duque de Sesto"
"Point","40.38866593050951","-3.644387509054676","5805","city","40025","Av. Pablo Neruda - Av. Albufera-Luis Buñuel"
"Point","40.398795298763396","-3.668463703295953","5828","city","41018","C/. Peña Prieta - Sierra de los Filabres-M-30"
"Point","40.39646357039774","-3.665655263807302","5855","city","41047","Av. Albufera - Puerto de Alcolea-Concordia"
"Point","40.39140617121773","-3.652600362571403","5856","city","41048","Av. Albufera - Av. Buenos Aires-Siera Faladora"
"Point","40.384264037454216","-3.6958469159708933","4784","city","25017","ANTONIO LOPEZ S-N(PERALES-VADO)"
"Point","40.36385430276435","-3.6939955116759116","4822","city","26012","AV. ANDALUCIA N-S(M40-UNANIMIDAD)"
"Point","40.353303070034784","-3.690138308554694","4836","city","26029","CRA.VILLAVERDE O-E(S.MACARIO-MNEZ OVIOL)"
"Point","40.350529214150306","-3.7065351659747576","4841","city","27003","CTRA. CARAB. VILLAV NO-SE(LAG ROD-VILLA)"
"Point","40.34855679393669","-3.706160324041678","3623","city","27004","AV. REAL PINTO S-N(OXIGENO-ARROYO BUENO)"
"Point","40.345946158286175","-3.707003680318114","3624","city","27005","DR. M. AREVA SO-NE(HDEZ LAZ.-REAL PINTO)"
"Point","40.3848198389854","-3.721459495224044","5083","city","50017","BRAGANZA N-S(OPORTO-VIA LUSITANA)"
"Point","40.39553885895249","-3.764487102157367","5150","city","80002","ESCALONA O-E(MAQUEDA-ILLESCAS)"
"Point","40.42411027668653","-3.724556987461044","3437","city","30003","P: DE LA FLORIDA, 52 S-N(P:FLORIDA 35-MOZART)"
"Point","40.425797001647396","-3.725452295890045","3438","city","30005","GTA. SAN ANTONIO DE LA FLORIDA O-E(GIRO A SAN POL DE MAR)"
"Point","40.38362335491299","-3.683371075489773","6761","m30","PM21192","PM21192"
"Point","40.38797943524507","-3.691121756505649","4104","city","11033","Embajadores N-S - Viñuelas-Bronce"
"Point","40.44888567938549","-3.672695748078429","3690","city","34033","Pradillo, 59 E-O - Pantoja-Nuremberg"
"Point","40.42148156355789","-3.660086833914714","9979","city","2069","Alde Sainz Baranda E-O(Giro a M-30 - Marqués Corbera- M-30"
"Point","40.44864727219131","-3.6787363554066133","3927","city","4021","Pl. Cataluña (Isleta Central) O-E - Dr.Arce-Principe Vergara"
"Point","40.43624070851991","-3.6831906093745204","3982","city","6042","Velazquez S-N (Entrada Tunel) - General Oraa-Maria Molina"
"Point","40.418063362799465","-3.6738591612443434","7055","city","10036","Ibiza 40 O-E - Fernan Gonzalez - Maiquez"
"Point","40.40318944684878","-3.709078596973236","4226","city","14027","Pº Acacias O-E - Pº de los Olmos-Gasómetro"
"Point","40.39669567295347","-3.7037158620459234","4167","city","13021","Sta. MªCabeza Entrada a Calle 30 Cal. Interior Sentido A-5 - "
"Point","40.39663309330574","-3.703739981452599","4168","city","13022","Sta. MªCabeza Entrada Calle 30 Cal. Exterior Sentido A-4 - "
"Point","40.45877214132087","-3.6696296637152215","5587","city","61077","Costa Rica  E-O(Túnel) - Pl.José MªSoler-Paraguay"
"Point","40.45303280299869","-3.6788817222213774","5611","city","61107","Rodríguez Marín S-N - Acceso Serrano S-N"
"Point","40.460260402973","-3.669559317255441","5620","city","61116","Sta.MªMagdalena N-S - Jardiel Enrique-AlfonsoXIII"
"Point","40.46478027079056","-3.6929484371631855","5628","city","62013","Ulpiana Benito S-N - Sófora- Bravo Murillo"
"Point","40.470580495495874","-3.6441911361835446","6295","city","56013","C/. Valdetorres del Jarama  - Angel Luis Herrán-Liberación"
"Point","40.47072473882993","-3.6442069287416783","6296","city","56014","C/. Valdetorres del Jarama - Liberación-Mar de Kara"
"Point","40.467193335072125","-3.6523523776235556","6303","city","56022","Av. Gran Vía de Hortaleza - Haro-López de Hoyos"
"Point","40.473861483238366","-3.6444983697338724","6306","city","56026","C/. Mar Negro - Mar Menor-Mar de las Antillas"
"Point","40.3967512906976","-3.681671479627857","4154","city","97095","Méndez Alvaro O-E - Sabal - Oriana"
"Point","40.42377379417614","-3.668748104046754","7074","city","97596","Dr.Esquerdo 35 S-N(Giro a Goya) - Jorge Juán-Fundadores"
"Point","40.47228311283096","-3.6476036163672756","6294","city","56012","C/. Valdetorres del Jarama  - Ãngel Luis Herran-Av. San Luís"
"Point","40.473458686113126","-3.6545204141707104","6327","city","56403","C/. Totana - Totana-Virgen del Carmen"
"Point","40.44212957078207","-3.6529196072076813","3792","city","59030","C/. Torrelaguna          - Av. Badajoz-General Kirkpatrick"
"Point","40.43561087248127","-3.6548883324889525","3793","city","59031","C/. Virgen del Portillo - Virgen del Sagrario-Virgen de Loreto"
"Point","40.4202768118737","-3.611084222421319","6396","city","64009","Av. Canillejas a Vicálvaro - M-40-Suecia"
